id,name,country,antecedent_aerosol_aod,antecedent_aerosol_state,antecedent_moisture_kgm2,antecedent_moisture_state,antecedent_no2_molec_cm2,ifs_fog_prob,fog_prob_24h,fog_prob_48h,fog_prob_72h,spatial_coverage,stagnation_trend,stagnation_slope_ms,extreme_fog_tail_p95,ens_max_fog_index_peak,target_date,aer_p1,aer_p2,aer_p3,mois_p1,mois_p2,mois_p3,fog_p1,fog_p2,fog_p3,fog_p4,fog_p5,stag_p1,stag_p2,stag_p3,tail_p1,tail_p2,tail_p3,tail_p4
535,MEDAK,TELANGANA,,Moderate,,Moderate,,0.047,0.047,0.0,0.0,0.0,Stagnating,-0.562,0.5763,0.5805,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9989,0.0011,0.0,0.0,0.0,0.5819,0.4179,0.0002,0.0634,0.9363,0.0003,0.0
542N008,MEDCHAL_MALKAJGIRI,TELANGANA,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stagnating,-0.983,0.1912,0.1912,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.9462,0.0538,0.0,1.0,0.0,0.0,0.0
542N005,MULUGU,TELANGANA,,Moderate,,Moderate,,0.0392,0.0,0.0033,0.0392,0.0,Stagnating,-0.836,0.6007,0.6129,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9993,0.0007,0.0,0.0,0.0,0.8684,0.1316,0.0,0.022,0.9766,0.0014,0.0
538N003,NAGARKURNOOL,TELANGANA,,Moderate,,Moderate,,0.1788,0.0174,0.1308,0.1155,0.1112,Stagnating,-0.595,0.6192,0.6224,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.6643,0.3357,0.0,0.0,0.0,0.6239,0.376,0.0001,0.0086,0.987,0.0045,0.0
539,NALGONDA,TELANGANA,,Moderate,,Moderate,,0.1962,0.0153,0.072,0.1962,0.0,Stagnating,-0.822,0.6288,0.6301,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5303,0.4696,0.0,0.0,0.0,0.8584,0.1416,0.0,0.005,0.9873,0.0077,0.0
538N004,NARAYANPET,TELANGANA,,Moderate,,Moderate,,0.0245,0.0,0.0,0.0245,0.0,Stagnating,-0.626,0.5268,0.529,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.6629,0.337,0.0001,0.2958,0.7042,0.0,0.0
532N003,NIRMAL,TELANGANA,,Moderate,,Moderate,,0.0118,0.0118,0.0,0.0,0.0,Stagnating,-1.108,0.5212,0.5231,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.9787,0.0213,0.0,0.3358,0.6642,0.0,0.0
533,NIZAMABAD,TELANGANA,,Moderate,,Moderate,,0.1007,0.1007,0.0,0.0168,0.0,Stable,-0.312,0.5925,0.5998,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9765,0.0235,0.0,0.0,0.0,0.2658,0.7308,0.0034,0.0321,0.9671,0.0008,0.0
534N001,PEDDAPALLI,TELANGANA,,Moderate,,Moderate,,0.1372,0.1078,0.0,0.0294,0.0,Stagnating,-0.79,0.5834,0.5835,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.8956,0.1044,0.0,0.0,0.0,0.8328,0.1672,0.0,0.0477,0.9518,0.0004,0.0
542N001,RAJANNA SIRCILLA,TELANGANA,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.377,0.4247,0.4266,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.3409,0.6574,0.0017,0.9339,0.0661,0.0,0.0
537,RANGA REDDY,TELANGANA,,Moderate,,Moderate,,0.0028,0.0,0.0,0.0028,0.0,Stagnating,-0.894,0.4882,0.5063,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.9057,0.0943,0.0,0.5935,0.4065,0.0,0.0
535N001,SANGAREDDY,TELANGANA,,Moderate,,Moderate,,0.1253,0.1174,0.0,0.0079,0.1997,Stable,-0.292,0.6163,0.6175,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9324,0.0676,0.0,0.0,0.0,0.2443,0.7515,0.0041,0.01,0.9862,0.0037,0.0
542N002,SIDDIPET,TELANGANA,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stagnating,-0.573,0.4412,0.4435,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.596,0.4039,0.0002,0.8803,0.1197,0.0,0.0
539N002,SURIYAPET,TELANGANA,,Moderate,,Moderate,,0.6342,0.1538,0.4513,0.6342,0.6671,Stagnating,-0.902,0.6375,0.6377,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.247,0.7525,0.0005,0.9097,0.0903,0.0,0.003,0.9848,0.0122,0.0
542N007,VIKARABAD,TELANGANA,,Moderate,,Moderate,,0.0157,0.0,0.0,0.0157,0.0,Stagnating,-0.648,0.5297,0.5369,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.6887,0.3112,0.0001,0.2759,0.7241,0.0,0.0
538N001,WANPARTI,TELANGANA,,Moderate,,Moderate,,0.2225,0.0524,0.0196,0.2225,0.3338,Stagnating,-0.955,0.6271,0.6349,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3266,0.6732,0.0002,0.0,0.0,0.9352,0.0648,0.0,0.0055,0.9875,0.007,0.0
540,WARANGAL,TELANGANA,,Moderate,,Moderate,,0.0261,0.0,0.0,0.0261,0.0,Stagnating,-1.862,0.5939,0.5957,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9997,0.0003,0.0,0.0,0.0,1.0,0.0,0.0,0.0302,0.9689,0.0009,0.0
539N001,YADADRI BHUVANAGIRI,TELANGANA,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stagnating,-1.607,0.4068,0.4274,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.9999,0.0001,0.0,0.9688,0.0312,0.0,0.0
271,SOUTH TRIPURA,TRIPURA,,Moderate,,Moderate,,0.549,0.4314,0.549,0.3529,1.0,Stagnating,-1.241,0.6179,0.6179,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0014,0.8446,0.154,0.0,0.9932,0.0068,0.0,0.0092,0.9867,0.0041,0.0
272,WEST TRIPURA,TRIPURA,,Moderate,,Moderate,,0.8431,0.8169,0.8104,0.1569,1.0,Stable,0.055,0.6288,0.6298,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.1943,0.8057,0.0323,0.8989,0.0688,0.005,0.9873,0.0077,0.0
269,DHALAI,TRIPURA,,Moderate,,Moderate,,0.7352,0.7352,0.392,0.2449,1.0,Stable,-0.261,0.6239,0.6257,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0034,0.8991,0.0975,0.2129,0.7815,0.0056,0.0066,0.9876,0.0058,0.0
652,KHOWAI,TRIPURA,,Moderate,,Moderate,,0.7744,0.7744,0.5195,0.0784,1.0,Stable,0.136,0.6228,0.6245,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0002,0.6951,0.3046,0.017,0.8704,0.1126,0.007,0.9875,0.0055,0.0
655,UNAKOTI,TRIPURA,,Moderate,,Moderate,,0.8627,0.8627,0.5294,0.3529,1.0,Improving,0.845,0.6369,0.6369,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.1048,0.8952,0.0,0.1251,0.8749,0.0031,0.9851,0.0119,0.0
270,NORTH TRIPURA,TRIPURA,,Moderate,,Moderate,,0.3857,0.3726,0.3204,0.1894,0.334,Stable,-0.113,0.6297,0.6329,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0001,0.6123,0.3876,0.0,0.0,0.0985,0.881,0.0205,0.0047,0.9872,0.0081,0.0
653,SEPAHIJALA,TRIPURA,,Moderate,,Moderate,,0.902,0.7843,0.902,0.5294,1.0,Stagnating,-0.774,0.6219,0.6219,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0207,0.9793,0.8199,0.1801,0.0,0.0074,0.9874,0.0052,0.0
654,GOMTI,TRIPURA,,Moderate,,Moderate,,0.4901,0.3201,0.4444,0.3268,0.3331,Stagnating,-0.986,0.6033,0.6043,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0357,0.9503,0.014,0.0,0.9476,0.0524,0.0,0.0194,0.9789,0.0017,0.0
46,B>GESHWAR,UTTARAKHAND,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,0.124,0.004,0.0041,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0188,0.8762,0.105,1.0,0.0,0.0,0.0
48,CHAMP>WAT,UTTARAKHAND,,Moderate,,Moderate,,0.4608,0.0,0.0,0.0,0.5,Stable,0.09,0.607,0.6121,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.1121,0.8853,0.0027,0.0,0.0246,0.8896,0.0858,0.0162,0.9817,0.0021,0.0
50,HARIDW>R,UTTARAKHAND,,Moderate,,Moderate,,0.3335,0.1699,0.2747,0.0196,0.3336,Stable,-0.188,0.6287,0.631,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0038,0.9046,0.0916,0.0,0.0,0.1492,0.8399,0.0109,0.005,0.9873,0.0076,0.0
51,NAINIT>L,UTTARAKHAND,,Moderate,,Moderate,,0.2394,0.0942,0.0,0.0,0.0,Stable,0.394,0.5917,0.5926,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.2154,0.7839,0.0007,0.0,0.0,0.0014,0.6361,0.3624,0.0334,0.9659,0.0008,0.0
52,PAURI GARHW>L,UTTARAKHAND,,Moderate,,Moderate,,0.2554,0.123,0.0123,0.0,0.2505,Stable,0.38,0.6267,0.6328,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.1338,0.8643,0.0019,0.0,0.0,0.0017,0.6543,0.3441,0.0056,0.9875,0.0068,0.0
54,RUDRAPRAY>G,UTTARAKHAND,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,0.129,0.057,0.06,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.018,0.8737,0.1083,1.0,0.0,0.0,0.0
55,TEHRI GARHW>L,UTTARAKHAND,,Moderate,,Moderate,,0.0084,0.0,0.0,0.0,0.0,Stable,-0.018,0.4419,0.5946,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.0541,0.9038,0.0421,0.8773,0.1227,0.0,0.0
56,UDHAM SINGH NAGAR,UTTARAKHAND,,Moderate,,Moderate,,0.8706,0.6357,0.4783,0.4709,1.0,Stable,-0.37,0.6319,0.6323,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0789,0.9211,0.332,0.6661,0.0019,0.0042,0.9867,0.0091,0.0
47,CHAMOLI,UTTARAKHAND,,Moderate,,Moderate,,0.0075,0.0,0.0,0.0,0.0,Stable,-0.053,0.4738,0.5423,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.068,0.8993,0.0327,0.6998,0.3002,0.0,0.0
53,PITHOR>GARH,UTTARAKHAND,,Moderate,,Moderate,,0.002,0.0,0.0,0.0,0.0,Stable,0.053,0.3311,0.5096,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0325,0.8992,0.0683,0.9996,0.0004,0.0,0.0
57,UTTARK>SHI,UTTARAKHAND,,Moderate,,Moderate,,0.067,0.0114,0.0016,0.0,0.0833,Stable,0.004,0.5939,0.6323,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9961,0.0039,0.0,0.0,0.0,0.0465,0.9044,0.0491,0.0302,0.9689,0.0009,0.0
333,MURSHID>B>D,WEST BENGAL,,Moderate,,Moderate,,0.1831,0.0981,0.1341,0.1144,0.0,Stagnating,-0.769,0.5646,0.5649,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.6327,0.3673,0.0,0.0,0.0,0.8147,0.1853,0.0,0.0983,0.9016,0.0001,0.0
343,SOUTH 24PARGANAS,WEST BENGAL,,Moderate,,Moderate,,0.1863,0.0,0.007,0.1863,0.0714,Stagnating,-0.955,0.6154,0.6201,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.6081,0.3919,0.0,0.0,0.0,0.9354,0.0646,0.0,0.0105,0.986,0.0036,0.0
340,PURULIYA,WEST BENGAL,,Moderate,,Moderate,,0.1132,0.0502,0.024,0.0761,0.1109,Stagnating,-0.927,0.5986,0.609,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9587,0.0413,0.0,0.0,0.0,0.9229,0.0771,0.0,0.0243,0.9745,0.0012,0.0
344,PASCHIM MEDIN|PUR,WEST BENGAL,,Moderate,,Moderate,,0.0392,0.0,0.0,0.0344,0.0,Stagnating,-0.731,0.5612,0.5685,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9993,0.0007,0.0,0.0,0.0,0.7791,0.2209,0.0,0.1106,0.8893,0.0001,0.0
335N003,PASCHIM BARDDHAM>N,WEST BENGAL,,Moderate,,Moderate,,0.0784,0.0,0.0196,0.0784,0.0,Stagnating,-0.868,0.536,0.536,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9925,0.0075,0.0,0.0,0.0,0.8902,0.1098,0.0,0.2356,0.7644,0.0,0.0
337,NORTH TWENTY-FOUR PARGANAS,WEST BENGAL,,Moderate,,Moderate,,0.3686,0.0117,0.0078,0.3686,0.4001,Stagnating,-0.874,0.6111,0.6127,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0004,0.7346,0.265,0.0,0.0,0.894,0.106,0.0,0.0131,0.9841,0.0027,0.0
329,KOCH BIH>R,WEST BENGAL,,Moderate,,Moderate,,0.8333,0.8333,0.3039,0.0736,1.0,Stagnating,-0.813,0.6068,0.6077,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.2527,0.7473,0.8516,0.1483,0.0,0.0163,0.9816,0.0021,0.0
344N004,JHARGRAM,WEST BENGAL,,Moderate,,Moderate,,0.0883,0.0,0.0,0.0883,0.0,Stable,-0.286,0.5564,0.5623,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9872,0.0128,0.0,0.0,0.0,0.2374,0.7582,0.0044,0.1295,0.8705,0.0001,0.0
328,JALP>IGURI,WEST BENGAL,,Moderate,,Moderate,,0.6129,0.6129,0.0196,0.0,0.7501,Stagnating,-0.754,0.617,0.62,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.398,0.6019,0.0001,0.801,0.199,0.0,0.0096,0.9865,0.0039,0.0
338,HUGLI,WEST BENGAL,,Moderate,,Moderate,,0.1666,0.0,0.0,0.1666,0.0,Stagnating,-0.796,0.5628,0.563,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.7481,0.2519,0.0,0.0,0.0,0.838,0.162,0.0,0.1045,0.8954,0.0001,0.0
339,B>NKURA,WEST BENGAL,,Moderate,,Moderate,,0.0071,0.0,0.0,0.0036,0.0,Stagnating,-0.94,0.5214,0.528,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.9287,0.0713,0.0,0.3342,0.6658,0.0,0.0
328N002,>L|PUR DU>R,WEST BENGAL,,Moderate,,Moderate,,0.5063,0.5063,0.0628,0.0118,0.6005,Stable,-0.291,0.6307,0.633,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0167,0.9528,0.0305,0.0,0.2435,0.7523,0.0042,0.0045,0.987,0.0085,0.0
330,UTTAR DIN>JPUR,WEST BENGAL,,Moderate,,Moderate,,0.7135,0.2348,0.3994,0.6353,1.0,Stagnating,-1.226,0.6285,0.6317,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0116,0.9466,0.0418,0.9922,0.0078,0.0,0.0051,0.9874,0.0075,0.0
345,PURBA MEDIN|PUR,WEST BENGAL,,Moderate,,Moderate,,0.0784,0.0,0.0,0.0784,0.0,Stagnating,-0.933,0.5736,0.5769,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9925,0.0075,0.0,0.0,0.0,0.9257,0.0743,0.0,0.0704,0.9294,0.0002,0.0
335,PURBA BARDDHAM>N,WEST BENGAL,,Moderate,,Moderate,,0.1626,0.0235,0.045,0.1529,0.0,Stagnating,-0.895,0.5655,0.5678,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.7726,0.2274,0.0,0.0,0.0,0.9058,0.0942,0.0,0.0951,0.9048,0.0001,0.0
336,NADIA,WEST BENGAL,,Moderate,,Moderate,,0.2845,0.2222,0.1273,0.2649,0.0,Stagnating,-0.663,0.6006,0.6038,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0455,0.944,0.0104,0.0,0.0,0.7067,0.2933,0.0001,0.0221,0.9765,0.0014,0.0
332,M>LDAH,WEST BENGAL,,Moderate,,Moderate,,0.2432,0.0314,0.0235,0.2432,0.0,Stagnating,-0.747,0.5835,0.5928,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.1938,0.8054,0.0009,0.0,0.0,0.7947,0.2053,0.0,0.0475,0.9521,0.0004,0.0
327N001,K>LIMPONG,WEST BENGAL,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.037,0.0983,0.1034,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0612,0.9019,0.0368,1.0,0.0,0.0,0.0
341,H>ORA,WEST BENGAL,,Moderate,,Moderate,,0.1471,0.0,0.0,0.1078,0.0,Stagnating,-0.521,0.5787,0.5792,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.855,0.145,0.0,0.0,0.0,0.5279,0.4717,0.0003,0.0576,0.9421,0.0003,0.0
327,D>RJILING,WEST BENGAL,,Moderate,,Moderate,,0.2948,0.2948,0.0524,0.0,0.3341,Stagnating,-0.602,0.5611,0.6041,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.029,0.9533,0.0177,0.0,0.0,0.6336,0.3663,0.0001,0.1109,0.889,0.0001,0.0
331,DAKSHIN DIN>JPUR,WEST BENGAL,,Moderate,,Moderate,,0.2353,0.0,0.0065,0.2353,0.0,Stagnating,-0.788,0.5646,0.5667,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.2401,0.7594,0.0005,0.0,0.0,0.8317,0.1683,0.0,0.0983,0.9016,0.0001,0.0
334,B|RBH@M,WEST BENGAL,,Moderate,,Moderate,,0.1372,0.0514,0.0514,0.0981,0.0,Stagnating,-1.142,0.6024,0.6057,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.8955,0.1045,0.0,0.0,0.0,0.9838,0.0162,0.0,0.0203,0.9782,0.0016,0.0
345,P@RBA MEDIN|PUR,WEST BENGAL,,Moderate,,Moderate,,0.0196,0.0,0.0,0.0196,0.0,Stagnating,-0.858,0.5199,0.5199,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.8833,0.1167,0.0,0.3449,0.655,0.0,0.0
0569,Udupi,KARNATAKA,,Moderate,,Moderate,,0.0157,0.0118,0.0,0.0,0.0,Stable,-0.05,0.5392,0.5419,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.067,0.8997,0.0333,0.2162,0.7837,0.0,0.0
379,KENDRAPARA,ODISHA,,Moderate,,Moderate,,0.1633,0.0,0.0065,0.1633,0.0,Stagnating,-0.943,0.6151,0.6217,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.7686,0.2314,0.0,0.0,0.0,0.9302,0.0698,0.0,0.0107,0.9858,0.0035,0.0
378,BHADRAK,ODISHA,,Moderate,,Moderate,,0.1961,0.0,0.0196,0.1961,0.0,Stagnating,-1.412,0.5822,0.5829,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5313,0.4687,0.0,0.0,0.0,0.9988,0.0012,0.0,0.05,0.9496,0.0004,0.0
370,BARGARH,ODISHA,,Moderate,,Moderate,,0.0906,0.0367,0.0098,0.0906,0.0,Stable,-0.305,0.6028,0.6206,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9857,0.0143,0.0,0.0,0.0,0.2574,0.7389,0.0037,0.0199,0.9785,0.0016,0.0
375,KEONJHAR (KENDUJHAR),ODISHA,,Moderate,,Moderate,,0.0343,0.0016,0.0016,0.018,0.0,Stable,-0.238,0.5701,0.5899,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9995,0.0005,0.0,0.0,0.0,0.1909,0.8021,0.007,0.0804,0.9194,0.0002,0.0
384,ANUGUL,ODISHA,,Moderate,,Moderate,,0.2625,0.0568,0.1176,0.2625,0.1997,Stable,-0.323,0.6304,0.6331,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.1056,0.8914,0.003,0.0,0.0,0.2771,0.7199,0.0031,0.0046,0.9871,0.0084,0.0
393,BALANGIR,ODISHA,,Moderate,,Moderate,,0.0196,0.0044,0.0044,0.0196,0.0,Stable,-0.165,0.5856,0.6111,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.1319,0.8548,0.0134,0.0434,0.9561,0.0005,0.0
377,BALASORE,ODISHA,,Moderate,,Moderate,,0.1137,0.0,0.0039,0.1137,0.0,Stagnating,-1.527,0.5938,0.6085,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9578,0.0422,0.0,0.0,0.0,0.9997,0.0003,0.0,0.0304,0.9688,0.0009,0.0
383,DHENKANAL,ODISHA,,Moderate,,Moderate,,0.3176,0.1529,0.196,0.298,0.2001,Stagnating,-0.648,0.6341,0.6361,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0093,0.9409,0.0497,0.0,0.0,0.6896,0.3103,0.0001,0.0037,0.9861,0.0102,0.0
371,JHARSUGUDA,ODISHA,,Moderate,,Moderate,,0.1275,0.1078,0.0098,0.1275,0.0,Stable,0.227,0.6229,0.6297,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9266,0.0734,0.0,0.0,0.0,0.0077,0.8112,0.181,0.007,0.9875,0.0055,0.0
376,MAYURBHANJ,ODISHA,,Moderate,,Moderate,,0.0081,0.0046,0.0011,0.0069,0.0,Stagnating,-0.52,0.5465,0.5564,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.5272,0.4724,0.0003,0.1763,0.8237,0.0,0.0
380,JAGATSINGHPUR,ODISHA,,Moderate,,Moderate,,0.1765,0.0,0.0098,0.1765,0.0,Stable,-0.036,0.6221,0.6246,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.681,0.319,0.0,0.0,0.0,0.0611,0.902,0.0369,0.0073,0.9874,0.0053,0.0
390,KANDHAMAL,ODISHA,,Moderate,,Moderate,,0.0606,0.0,0.0036,0.0499,0.0,Stable,-0.368,0.5931,0.5986,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9973,0.0027,0.0,0.0,0.0,0.3299,0.6682,0.0019,0.0313,0.9679,0.0009,0.0
381,CUTTACK,ODISHA,,Moderate,,Moderate,,0.2886,0.0981,0.07,0.2718,0.2859,Stagnating,-0.573,0.6218,0.6244,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0382,0.9489,0.013,0.0,0.0,0.596,0.4038,0.0002,0.0074,0.9874,0.0052,0.0
398,KORAPUT,ODISHA,,Moderate,,Moderate,,0.1943,0.1907,0.0107,0.0784,0.0909,Stable,-0.429,0.6182,0.6348,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5457,0.4543,0.0,0.0,0.0,0.4063,0.5927,0.001,0.009,0.9868,0.0042,0.0
397,NABARANGAPUR,ODISHA,,Moderate,,Moderate,,0.0196,0.0,0.0,0.0196,0.0,Stable,-0.282,0.5966,0.6087,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.2338,0.7617,0.0046,0.0266,0.9723,0.0011,0.0
387,PURI,ODISHA,,Moderate,,Moderate,,0.2695,0.0833,0.0147,0.2597,0.2499,Stable,-0.449,0.6244,0.6257,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0822,0.9133,0.0045,0.0,0.0,0.4319,0.5673,0.0008,0.0064,0.9876,0.006,0.0
372,SAMBALPUR,ODISHA,,Moderate,,Moderate,,0.1337,0.025,0.0339,0.1265,0.0907,Stable,-0.221,0.6243,0.6259,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9077,0.0923,0.0,0.0,0.0,0.1762,0.8157,0.0081,0.0064,0.9876,0.006,0.0
389,GAJAPATI,ODISHA,,Moderate,,Moderate,,0.2611,0.1305,0.1207,0.2481,0.3328,Stable,-0.43,0.6273,0.6327,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.1107,0.8866,0.0027,0.0,0.0,0.4073,0.5917,0.001,0.0054,0.9875,0.0071,0.0
388,GANJAM,ODISHA,,Moderate,,Moderate,,0.2532,0.182,0.1569,0.189,0.1821,Stable,-0.237,0.6043,0.6051,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.1436,0.8548,0.0017,0.0,0.0,0.1904,0.8026,0.007,0.0185,0.9798,0.0018,0.0
399,MALKANGIRI,ODISHA,,Moderate,,Moderate,,0.2157,0.1078,0.1102,0.1348,0.125,Stable,-0.046,0.632,0.638,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3764,0.6234,0.0001,0.0,0.0,0.0653,0.9005,0.0343,0.0041,0.9867,0.0092,0.0
386,KHORDHA,ODISHA,,Moderate,,Moderate,,0.387,0.2646,0.2204,0.3282,0.2497,Stable,-0.398,0.6217,0.6248,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0001,0.6025,0.3974,0.0,0.0,0.3665,0.6321,0.0014,0.0075,0.9874,0.0052,0.0
